#现代汉语语料库汉字频率表,,,,
#语料规模:2000万字,,,,
#只列入出现次数大于5次的字,,,,
#下载自www.cncorpus.org语料库在线网站,,,,
,,,,
,,,,
id,汉字,出现次数,频率（%）,累积频率（%）
682,击,4325,0.0278,83.00109999999997
683,云,4315,0.0278,83.02889999999996
684,送,4314,0.0277,83.05659999999996
685,巴,4311,0.0277,83.08429999999996
686,普,4294,0.0276,83.11189999999996
687,征,4290,0.0276,83.13949999999997
688,错,4289,0.0276,83.16709999999998
689,均,4276,0.0275,83.19459999999998
690,投,4262,0.0274,83.22199999999998
691,波,4260,0.0274,83.24939999999998
692,余,4260,0.0274,83.27679999999998
693,友,4257,0.0274,83.30419999999998
694,武,4247,0.0273,83.33149999999998
695,责,4235,0.0272,83.35869999999997
696,游,4234,0.0272,83.38589999999996
697,敌,4223,0.0272,83.41309999999996
698,叶,4201,0.027,83.44009999999996
699,船,4184,0.0269,83.46699999999996
700,久,4180,0.0269,83.49389999999995
701,否,4179,0.0269,83.52079999999995
702,异,4169,0.0268,83.54759999999995
703,块,4166,0.0268,83.57439999999994
704,脚,4159,0.0267,83.60109999999995
705,怕,4156,0.0267,83.62779999999995
706,田,4143,0.0266,83.65439999999995
707,策,4142,0.0266,83.68099999999995
708,苏,4137,0.0266,83.70759999999996
709,乡,4130,0.0266,83.73419999999996
710,帝,4129,0.0266,83.76079999999996
711,靠,4125,0.0265,83.78729999999996
712,医,4114,0.0265,83.81379999999996
713,测,4111,0.0264,83.84019999999995
714,植,4104,0.0264,83.86659999999995
715,啊,4101,0.0264,83.89299999999994
716,括,4095,0.0263,83.91929999999995
717,换,4093,0.0263,83.94559999999996
718,逐,4091,0.0263,83.97189999999996
719,娘,4088,0.0263,83.99819999999997
720,罗,4075,0.0262,84.02439999999997
721,戏,4073,0.0262,84.05059999999997
722,善,4054,0.0261,84.07669999999997
723,获,4034,0.0259,84.10259999999997
724,待,4029,0.0259,84.12849999999996
725,降,4023,0.0259,84.15439999999995
726,冲,4019,0.0258,84.18019999999996
727,父,4015,0.0258,84.20599999999996
728,置,4014,0.0258,84.23179999999996
729,左,4007,0.0258,84.25759999999997
730,右,4000,0.0257,84.28329999999997
731,沉,3994,0.0257,84.30899999999997
732,酸,3992,0.0257,84.33469999999997
733,亮,3984,0.0256,84.36029999999997
734,良,3980,0.0256,84.38589999999996
735,班,3976,0.0256,84.41149999999996
736,著,3973,0.0256,84.43709999999996
737,亚,3969,0.0255,84.46259999999995
738,抗,3961,0.0255,84.48809999999995
739,啦,3954,0.0254,84.51349999999995
740,静,3943,0.0254,84.53889999999996
741,渐,3942,0.0254,84.56429999999996
742,概,3938,0.0253,84.58959999999996
743,居,3926,0.0252,84.61479999999996
744,跑,3919,0.0252,84.63999999999996
745,旧,3918,0.0252,84.66519999999996
746,防,3918,0.0252,84.69039999999995
747,买,3902,0.0251,84.71549999999995
748,挥,3897,0.0251,84.74059999999994
749,负,3882,0.025,84.76559999999995
750,帮,3875,0.0249,84.79049999999995
751,欢,3868,0.0249,84.81539999999995
752,冷,3848,0.0247,84.84009999999995
753,液,3825,0.0246,84.86469999999996
754,停,3818,0.0246,84.88929999999996
755,减,3810,0.0245,84.91379999999997
756,男,3807,0.0245,84.93829999999997
757,胜,3798,0.0244,84.96269999999997
758,答,3795,0.0244,84.98709999999997
759,析,3779,0.0243,85.01139999999997
760,忙,3777,0.0243,85.03569999999996
761,短,3770,0.0242,85.05989999999996
762,烈,3767,0.0242,85.08409999999995
763,映,3752,0.0241,85.10819999999995
764,财,3747,0.0241,85.13229999999996
765,背,3744,0.0241,85.15639999999996
766,奇,3741,0.0241,85.18049999999997
767,药,3740,0.0241,85.20459999999997
768,承,3739,0.024,85.22859999999997
769,岁,3711,0.0239,85.25249999999997
770,略,3673,0.0236,85.27609999999997
771,穿,3651,0.0235,85.29959999999997
772,牛,3640,0.0234,85.32299999999996
773,室,3635,0.0234,85.34639999999996
774,移,3634,0.0234,85.39319999999995
775,饭,3634,0.0234,85.36979999999996
776,坏,3618,0.0233,85.41649999999996
777,假,3616,0.0233,85.43979999999996
778,州,3612,0.0232,85.46299999999997
779,缺,3611,0.0232,85.48619999999997
780,愿,3610,0.0232,85.50939999999997
781,练,3600,0.0232,85.53259999999997
782,超,3587,0.0231,85.55569999999997
783,雨,3583,0.023,85.57869999999997
784,慢,3582,0.023,85.60169999999997
785,竟,3575,0.023,85.62469999999996
786,呼,3571,0.023,85.64769999999996
787,散,3563,0.0229,85.67059999999996
788,灵,3562,0.0229,85.69349999999997
789,副,3552,0.0228,85.71629999999998
790,歌,3548,0.0228,85.73909999999998
791,谓,3541,0.0228,85.76189999999998
792,虫,3539,0.0228,85.78469999999999
793,读,3538,0.0228,85.80749999999999
794,介,3529,0.0227,85.83019999999999
795,培,3519,0.0226,85.85279999999999
796,卫,3515,0.0226,85.87539999999998
797,宗,3504,0.0225,85.89789999999998
798,章,3487,0.0224,85.92029999999998
799,评,3473,0.0223,85.96489999999999
800,伤,3473,0.0223,85.94259999999998
801,丰,3470,0.0223,85.98719999999999
802,核,3444,0.0221,86.00929999999998
803,预,3438,0.0221,86.03139999999998
804,担,3428,0.022,86.05339999999998
805,诉,3421,0.022,86.07539999999999
806,惊,3421,0.022,86.0974
807,刘,3420,0.022,86.1194
808,景,3399,0.0219,86.1413
809,乱,3385,0.0218,86.1631
810,氧,3379,0.0217,86.1848
811,阿,3377,0.0217,86.20649999999999
812,龙,3369,0.0217,86.22819999999999
813,宣,3366,0.0216,86.2498
814,升,3363,0.0216,86.2714
815,爷,3362,0.0216,86.293
816,洲,3361,0.0216,86.31460000000001
817,判,3353,0.0216,86.33620000000002
818,案,3329,0.0214,86.35760000000002
819,协,3306,0.0213,86.37890000000002
820,福,3301,0.0212,86.40010000000001
821,货,3290,0.0212,86.4213
822,味,3289,0.0212,86.4425
823,若,3285,0.0211,86.4636
824,促,3284,0.0211,86.4847
825,希,3265,0.021,86.5057
826,握,3253,0.0209,86.5266
827,端,3246,0.0209,86.5475
828,针,3241,0.0208,86.5683
829,屋,3228,0.0208,86.58909999999999
830,掌,3215,0.0207,86.60979999999999
831,检,3206,0.0206,86.6304
832,痛,3206,0.0206,86.651
833,闻,3204,0.0206,86.6716
834,妇,3195,0.0205,86.6921
835,贵,3191,0.0205,86.7126
836,顾,3190,0.0205,86.7331
837,沙,3182,0.0205,86.75359999999999
838,扩,3170,0.0204,86.77399999999999
839,困,3139,0.0202,86.79419999999999
840,哥,3122,0.0201,86.83439999999999
841,嘴,3122,0.0201,86.81429999999999
842,销,3116,0.02,86.85439999999998
843,印,3114,0.02,86.87439999999998
844,免,3101,0.0199,86.89429999999999
845,烟,3098,0.0199,86.9142
846,跳,3092,0.0199,86.9341
847,香,3090,0.0199,86.95400000000001
848,纸,3074,0.0198,86.97380000000001
849,户,3061,0.0197,86.99350000000001
850,板,3059,0.0197,87.01320000000001
851,睛,3040,0.0196,87.03280000000001
852,误,3028,0.0195,87.0523
853,探,3021,0.0194,87.0717
854,座,3018,0.0194,87.09110000000001
855,盾,3016,0.0194,87.11050000000002
856,灯,3016,0.0194,87.12990000000002
857,搞,3012,0.0194,87.14930000000003
858,祖,3003,0.0193,87.16860000000003
859,顺,2999,0.0193,87.18790000000003
860,婚,2995,0.0193,87.20720000000003
861,赶,2987,0.0192,87.22640000000003
862,季,2983,0.0192,87.24560000000002
863,兰,2979,0.0192,87.26480000000002
864,忽,2974,0.0191,87.28390000000002
865,践,2967,0.0191,87.30300000000001
866,熟,2962,0.019,87.32200000000002
867,矛,2961,0.019,87.34100000000002
868,银,2960,0.019,87.36000000000003
869,爸,2957,0.019,87.37900000000003
870,临,2956,0.019,87.39800000000004
871,佛,2946,0.0189,87.41690000000004
872,犯,2945,0.0189,87.43580000000004
873,胞,2941,0.0189,87.45470000000005
874,讨,2940,0.0189,87.47360000000005
875,陆,2938,0.0189,87.49250000000005
876,补,2937,0.0189,87.51140000000005
877,童,2929,0.0188,87.53020000000005
878,圆,2929,0.0188,87.54900000000005
879,归,2924,0.0188,87.56780000000005
880,弟,2920,0.0188,87.58660000000005
881,域,2914,0.0187,87.60530000000004
882,索,2906,0.0187,87.62400000000004
883,罪,2899,0.0186,87.64260000000004
884,脱,2882,0.0185,87.66110000000005
885,追,2870,0.0185,87.67960000000005
886,守,2866,0.0184,87.69800000000005
887,课,2864,0.0184,87.71640000000005
888,顶,2860,0.0184,87.73480000000005
889,松,2852,0.0183,87.75310000000005
890,杀,2840,0.0183,87.77140000000004
891,掉,2835,0.0182,87.78960000000004
892,野,2832,0.0182,87.80780000000003
893,训,2825,0.0182,87.82600000000002
894,遍,2822,0.0181,87.84410000000003
895,庭,2816,0.0181,87.86220000000003
896,弱,2814,0.0181,87.88030000000003
897,赛,2811,0.0181,87.89840000000004
898,额,2799,0.018,87.91640000000004
899,酒,2790,0.0179,87.93430000000004
900,绿,2789,0.0179,87.95220000000003
901,席,2786,0.0179,87.97010000000003
902,露,2785,0.0179,87.98800000000003
903,卖,2765,0.0178,88.00580000000002
904,钟,2760,0.0178,88.02360000000002
905,旁,2750,0.0177,88.04130000000002
906,肉,2743,0.0176,88.07650000000002
907,央,2743,0.0176,88.05890000000002
908,染,2739,0.0176,88.09410000000003
909,欧,2734,0.0176,88.11170000000003
910,怀,2732,0.0176,88.12930000000003
911,稳,2722,0.0175,88.14680000000003
912,伯,2721,0.0175,88.16430000000003
913,编,2707,0.0174,88.18170000000002
914,抓,2701,0.0174,88.19910000000002
915,玉,2691,0.0173,88.21640000000002
916,咱,2690,0.0173,88.23370000000003
917,唯,2687,0.0173,88.25100000000003
918,唱,2683,0.0173,88.26830000000004
919,翻,2682,0.0172,88.28550000000004
920,释,2682,0.0172,88.30270000000004
921,控,2680,0.0172,88.31990000000005
922,怪,2677,0.0172,88.33710000000005
923,阵,2670,0.0172,88.35430000000005
924,烧,2667,0.0172,88.37150000000005
925,堂,2666,0.0171,88.38860000000005
926,杨,2658,0.0171,88.40570000000005
927,您,2654,0.0171,88.42280000000005
928,诗,2648,0.017,88.43980000000005
929,灭,2647,0.017,88.45680000000004
930,夏,2645,0.017,88.47380000000004
931,敢,2645,0.017,88.49080000000004
932,退,2632,0.0169,88.50770000000004
933,姑,2631,0.0169,88.52460000000005
934,恶,2618,0.0168,88.54140000000005
935,透,2616,0.0168,88.55820000000006
936,鲜,2605,0.0168,88.57500000000006
937,附,2602,0.0167,88.59170000000006
938,骨,2593,0.0167,88.60840000000006
939,审,2590,0.0167,88.62510000000006
940,胡,2586,0.0166,88.64170000000006
941,输,2584,0.0166,88.65830000000005
942,宁,2583,0.0166,88.67490000000005
943,丝,2581,0.0166,88.69150000000005
944,姐,2580,0.0166,88.70810000000004
945,彩,2576,0.0166,88.72470000000004
946,睡,2575,0.0166,88.74130000000004
947,巨,2572,0.0165,88.75780000000003
948,迫,2568,0.0165,88.77430000000003
949,鼓,2566,0.0165,88.79080000000002
950,伙,2566,0.0165,88.80730000000001
951,借,2563,0.0165,88.8238
952,耳,2556,0.0164,88.84020000000001
953,典,2554,0.0164,88.85660000000001
954,刺,2553,0.0164,88.87300000000002
955,暗,2552,0.0164,88.88940000000002
956,镜,2551,0.0164,88.90580000000003
957,序,2542,0.0163,88.92210000000003
958,哈,2535,0.0163,88.93840000000003
959,菜,2528,0.0163,88.95470000000003
960,溶,2527,0.0163,88.97100000000003
961,笔,2523,0.0162,88.98720000000003
962,汽,2520,0.0162,89.00340000000003
963,礼,2516,0.0162,89.01960000000003
964,摇,2514,0.0162,89.03580000000002
965,迅,2507,0.0161,89.05190000000002
966,险,2500,0.0161,89.06800000000001
967,遗,2477,0.0159,89.08390000000001
968,威,2470,0.0159,89.09980000000002
969,沿,2470,0.0159,89.11570000000002
970,弹,2468,0.0159,89.13160000000002
971,私,2465,0.0159,89.14750000000002
972,攻,2462,0.0158,89.16330000000002
973,宝,2459,0.0158,89.17910000000002
974,抽,2454,0.0158,89.19490000000002
975,雪,2450,0.0158,89.21070000000002
976,孙,2449,0.0158,89.22650000000002
977,藏,2446,0.0157,89.24220000000001
978,毒,2446,0.0157,89.2579
979,顿,2445,0.0157,89.2736
980,末,2443,0.0157,89.2893
981,摆,2433,0.0156,89.3049
982,趣,2430,0.0156,89.32050000000001
983,救,2428,0.0156,89.33610000000002
984,镇,2427,0.0156,89.35170000000002
985,楼,2426,0.0156,89.36730000000003
986,智,2418,0.0156,89.38290000000003
987,园,2417,0.0155,89.39840000000004
988,康,2417,0.0155,89.41390000000004
989,永,2417,0.0155,89.42940000000004
990,遇,2412,0.0155,89.44490000000005
991,雄,2403,0.0155,89.46040000000005
992,替,2400,0.0154,89.47580000000005
993,危,2393,0.0154,89.49120000000005
994,楚,2380,0.0153,89.50650000000005
995,侵,2369,0.0152,89.52170000000004
996,枪,2357,0.0152,89.53690000000003
997,冰,2348,0.0151,89.55200000000004
998,健,2346,0.0151,89.56710000000004
999,播,2342,0.0151,89.58220000000004
1000,途,2331,0.015,89.59720000000004
1001,损,2330,0.015,89.61220000000004
1002,秀,2327,0.015,89.62720000000004
1003,丽,2320,0.0149,89.64210000000004
1004,秋,2317,0.0149,89.65700000000004
1005,执,2317,0.0149,89.67190000000004
1006,束,2309,0.0148,89.68670000000003
1007,纳,2309,0.0148,89.70150000000002
1008,虑,2306,0.0148,89.71630000000002
1009,疑,2306,0.0148,89.73110000000001
1010,午,2306,0.0148,89.7459
1011,粮,2304,0.0148,89.7607
1012,架,2300,0.0148,89.7755
1013,盛,2298,0.0148,89.79029999999999
1014,湖,2296,0.0148,89.80509999999998
1015,尚,2291,0.0147,89.81979999999999
1016,床,2289,0.0147,89.83449999999999
1017,份,2286,0.0147,89.8492
1018,套,2278,0.0147,89.8639
1019,毫,2278,0.0147,89.8786
1020,奋,2268,0.0146,89.89320000000001
1021,扬,2251,0.0145,89.9077
1022,赵,2247,0.0145,89.9222
1023,混,2239,0.0144,89.9366
1024,献,2237,0.0144,89.951
1025,择,2233,0.0144,89.96539999999999
1026,庄,2230,0.0143,89.9797
1027,殖,2221,0.0143,89.994
1028,店,2215,0.0142,90.0082
1029,皇,2214,0.0142,90.0224
1030,购,2206,0.0142,90.0366
1031,缩,2204,0.0142,90.05080000000001
1032,盐,2201,0.0142,90.06500000000001
1033,冬,2188,0.0141,90.07910000000001
1034,齐,2187,0.0141,90.09320000000001
1035,径,2185,0.0141,90.10730000000001
1036,偏,2182,0.014,90.1213
1037,盖,2179,0.014,90.1353
1038,款,2174,0.014,90.1493
1039,衡,2169,0.0139,90.1632
1040,阻,2165,0.0139,90.17710000000001
1041,托,2164,0.0139,90.20490000000002
1042,喊,2164,0.0139,90.19100000000002
1043,繁,2163,0.0139,90.21880000000003
1044,纯,2154,0.0139,90.23270000000004
1045,牙,2154,0.0139,90.24660000000004
1046,殊,2153,0.0138,90.26040000000005
1047,浪,2143,0.0138,90.27420000000005
1048,招,2141,0.0138,90.28800000000005
1049,符,2136,0.0137,90.30170000000005
1050,折,2130,0.0137,90.32910000000005
1051,泽,2130,0.0137,90.31540000000005
1052,弄,2123,0.0137,90.34280000000005
1053,奶,2112,0.0136,90.35640000000005
1054,谢,2106,0.0135,90.36990000000004
1055,累,2105,0.0135,90.38340000000004
1056,亦,2102,0.0135,90.39690000000003
1057,厚,2100,0.0135,90.41040000000002
1058,朋,2094,0.0135,90.42390000000002
1059,伸,2087,0.0134,90.43730000000002
1060,筑,2081,0.0134,90.45070000000003
1061,闪,2079,0.0134,90.46410000000003
1062,枝,2073,0.0133,90.47740000000003
1063,授,2071,0.0133,90.49070000000003
1064,蛋,2071,0.0133,90.50400000000003
1065,潮,2070,0.0133,90.51730000000003
1066,登,2069,0.0133,90.53060000000004
1067,售,2068,0.0133,90.54390000000004
1068,孔,2063,0.0133,90.55720000000004
1069,街,2052,0.0132,90.57040000000003
1070,败,2048,0.0132,90.58360000000003
1071,迎,2044,0.0131,90.59670000000003
1072,肥,2028,0.013,90.60970000000003
1073,恩,2027,0.013,90.62270000000004
1074,尼,2021,0.013,90.63570000000004
1075,幼,2016,0.013,90.64870000000005
1076,惯,2015,0.013,90.66170000000005
1077,钢,2011,0.0129,90.67460000000005
1078,肯,2009,0.0129,90.68750000000006
1079,矿,2007,0.0129,90.70040000000006
1080,岛,2005,0.0129,90.71330000000006
1081,伟,2004,0.0129,90.72620000000006
1082,粉,2004,0.0129,90.73910000000006
1083,振,2002,0.0129,90.75200000000007
1084,吴,2000,0.0129,90.76490000000007
1085,夺,1995,0.0128,90.77770000000007
1086,尤,1995,0.0128,90.79050000000007
1087,忘,1994,0.0128,90.80330000000006
1088,荣,1993,0.0128,90.81610000000006
1089,亡,1991,0.0128,90.84170000000006
1090,阴,1991,0.0128,90.82890000000006
1091,凡,1989,0.0128,90.85450000000006
1092,毕,1988,0.0128,90.86730000000006
1093,暴,1987,0.0128,90.88010000000006
1094,唐,1984,0.0128,90.89290000000005
1095,勇,1980,0.0127,90.90560000000005
1096,避,1975,0.0127,90.91830000000004
1097,麻,1969,0.0127,90.93100000000004
1098,股,1967,0.0127,90.94370000000004
1099,硬,1967,0.0127,90.95640000000003
1100,洞,1964,0.0126,90.96900000000004
1101,盘,1961,0.0126,90.98160000000004
1102,轮,1960,0.0126,90.99420000000005
1103,警,1957,0.0126,91.00680000000006
1104,闹,1957,0.0126,91.01940000000006
1105,录,1955,0.0126,91.05720000000008
1106,绍,1955,0.0126,91.03200000000007
1107,描,1955,0.0126,91.04460000000007
1108,寻,1953,0.0126,91.06980000000009
1109,妹,1952,0.0126,91.08240000000009
1110,幸,1948,0.0125,91.0949000000001
1111,壁,1947,0.0125,91.1074000000001
1112,距,1946,0.0125,91.1199000000001
1113,玩,1935,0.0124,91.1447000000001
1114,休,1935,0.0124,91.1323000000001
1115,延,1932,0.0124,91.1571000000001
1116,综,1924,0.0124,91.1695000000001
1117,甲,1922,0.0124,91.1819000000001
1118,泛,1922,0.0124,91.1943000000001
1119,哲,1921,0.0124,91.2067000000001
1120,载,1911,0.0123,91.2190000000001
1121,雷,1907,0.0123,91.23130000000009
1122,窗,1906,0.0123,91.24360000000009
1123,虚,1897,0.0122,91.2558000000001
1124,秘,1896,0.0122,91.28020000000011
1125,俗,1896,0.0122,91.2680000000001
1126,倾,1894,0.0122,91.29240000000011
1127,哭,1894,0.0122,91.30460000000012
1128,禁,1894,0.0122,91.31680000000013
1129,零,1893,0.0122,91.32900000000014
1130,触,1893,0.0122,91.34120000000014
1131,巧,1887,0.0121,91.35330000000015
1132,圈,1886,0.0121,91.36540000000015
1133,努,1885,0.0121,91.37750000000015
1134,喝,1881,0.0121,91.38960000000016
1135,彻,1879,0.0121,91.40170000000016
1136,晶,1878,0.0121,91.41380000000017
1137,丁,1874,0.0121,91.42590000000017
1138,操,1873,0.012,91.43790000000017
1139,奴,1866,0.012,91.44990000000017
1140,宜,1865,0.012,91.47390000000017
1141,菌,1865,0.012,91.46190000000017
1142,叔,1859,0.012,91.48590000000017
1143,桥,1853,0.0119,91.49780000000017
1144,仿,1851,0.0119,91.50970000000017
1145,默,1846,0.0119,91.52160000000016
1146,航,1846,0.0119,91.53350000000016
1147,谷,1844,0.0119,91.54540000000016
1148,泪,1844,0.0119,91.55730000000015
1149,予,1835,0.0118,91.56910000000015
1150,挂,1829,0.0118,91.58090000000014
1151,壮,1826,0.0117,91.59260000000015
1152,纷,1826,0.0117,91.60430000000015
1153,粒,1818,0.0117,91.61600000000016
1154,燃,1815,0.0117,91.62770000000016
1155,诸,1813,0.0117,91.63940000000017
1156,削,1804,0.0116,91.65100000000017
1157,苗,1804,0.0116,91.67420000000017
1158,婆,1804,0.0116,91.66260000000017
1159,付,1801,0.0116,91.68580000000017
1160,迷,1799,0.0116,91.69740000000017
1161,馆,1794,0.0115,91.70890000000017
1162,灰,1786,0.0115,91.72040000000017
1163,鸡,1779,0.0114,91.73180000000016
1164,岸,1777,0.0114,91.74320000000016
1165,寒,1776,0.0114,91.75460000000015
1166,泥,1774,0.0114,91.76600000000015
1167,梅,1772,0.0114,91.77740000000014
1168,残,1769,0.0114,91.78880000000014
1169,税,1768,0.0114,91.80020000000013
1170,虎,1766,0.0114,91.81160000000013
1171,庆,1763,0.0113,91.82290000000013
1172,抱,1757,0.0113,91.83420000000014
1173,鸟,1755,0.0113,91.85680000000015
1174,拍,1755,0.0113,91.84550000000014
1175,墙,1754,0.0113,91.86810000000015
1176,缓,1753,0.0113,91.87940000000016
1177,横,1753,0.0113,91.89070000000017
1178,尾,1750,0.0113,91.90200000000017
1179,督,1750,0.0113,91.91330000000018
1180,莫,1749,0.0112,91.92450000000018
1181,械,1749,0.0112,91.93570000000018
1182,尖,1741,0.0112,91.94690000000018
1183,旅,1738,0.0112,91.95810000000019
1184,倍,1735,0.0112,91.96930000000019
1185,措,1732,0.0111,91.98040000000019
1186,剥,1731,0.0111,91.99150000000019
1187,遭,1725,0.0111,92.00260000000019
1188,懂,1722,0.0111,92.01370000000018
1189,粗,1720,0.0111,92.02480000000018
1190,奏,1718,0.011,92.03580000000018
1191,润,1717,0.011,92.04680000000018
1192,侧,1714,0.011,92.05780000000017
1193,辩,1712,0.011,92.06880000000017
1194,茶,1709,0.011,92.07980000000016
1195,鬼,1706,0.011,92.09080000000016
1196,梦,1702,0.0109,92.10170000000016
1197,贯,1701,0.0109,92.11260000000017
1198,篇,1697,0.0109,92.12350000000018
1199,妻,1693,0.0109,92.14530000000019
1200,宽,1693,0.0109,92.13440000000018
1201,腿,1691,0.0109,92.1562000000002
1202,刀,1689,0.0109,92.1671000000002
1203,桌,1689,0.0109,92.17800000000021
1204,浓,1680,0.0108,92.18880000000021
